Time,v_B_1,v_B_2,v_B_3,v_B_4,v_B_5,v_B_6,gamma_1,gamma_2,gamma_3,gamma_4,gamma_5,gamma_6,w_B_ext_1,w_B_ext_2,w_B_ext_3,w_B_ext_4,w_B_ext_5,w_B_ext_6,dv_B_1,dv_B_2,dv_B_3,dv_B_4,dv_B_5,dv_B_6,R_WB_1_1,R_WB_1_2,R_WB_1_3,R_WB_2_1,R_WB_2_2,R_WB_2_3,R_WB_3_1,R_WB_3_2,R_WB_3_3
0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,54.5998954772949219,-47.7757568359375000,-47.7845649719238281,54.5822944641113281,-47.7845649719238281,-47.7757606506347656,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0001058201523847,24.9203033447265625,-37.2110557556152344,0.0005307472310960,-1.4540021419525146,0.0012584568466991,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,1.0000000000000000
0.0040000001899898,0.0000004232806248,0.0996812209486961,-0.1488442271947861,0.0000021229889171,-0.0058160088956356,0.0000050338276196,50.8202400207519531,-43.7630348205566406,-43.7692337036132812,50.8039932250976562,-43.7711639404296875,-43.7610969543457031,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0002504283911549,23.0232448577880859,-34.3691864013671875,-0.0005306942621246,-1.3422381877899170,0.0012584568466991,1.0000000000000000,-0.0000000100676809,-0.0000116320170491,0.0000000100676312,1.0000000000000000,-0.0000000042460102,0.0000116320170491,0.0000000042458925,1.0000000000000000
0.0080000003799796,0.0000014249942524,0.1917742043733597,-0.2863209843635559,0.0000000002116849,-0.0111849624663591,0.0000100676552393,47.3269805908203125,-40.0556716918945312,-40.0561828613281250,47.3119735717773438,-40.0631828308105469,-40.0486717224121094,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000866533227963,21.2698554992675781,-31.7422142028808594,-0.0002652555413079,-1.2397097349166870,0.0009438426932320,1.0000000000000000,-0.0000000402707379,-0.0000456339548691,0.0000000402703506,1.0000000000000000,-0.0000000084931875,0.0000456339548691,0.0000000084913498,1.0000000000000000
0.0120000001043081,0.0000017716075718,0.2768536210060120,-0.4132898449897766,-0.0000010608105185,-0.0161438025534153,0.0000138430259540,44.0984306335449219,-36.6301116943359375,-36.6229438781738281,44.0845680236816406,-36.6370506286621094,-36.6160087585449219,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0003306487924419,19.6492443084716797,-29.3138484954833984,0.0000001943240591,-1.1450785398483276,0.0006292284815572,1.0000000000000000,-0.0000000880919231,-0.0001002914868877,0.0000000880912978,1.0000000000000000,-0.0000000063754051,0.0001002914868877,0.0000000063665704,1.0000000000000000
0.0160000007599592,0.0000004490123047,0.3554506003856659,-0.5305452346801758,-0.0000010600332416,-0.0207241177558899,0.0000163599397638,41.1145172119140625,-33.4646453857421875,-33.4486770629882812,41.1017150878906250,-33.4710502624511719,-33.4422721862792969,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0009528775699437,18.1513557434082031,-27.0690498352050781,-0.0002650897076819,-1.0573405027389526,0.0006292286561802,1.0000000000000000,-0.0000001484972927,-0.0001740273437463,0.0000001484969232,1.0000000000000000,-0.0000000021423627,0.0001740273437463,0.0000000021165207,1.0000000000000000
0.0199999995529652,-0.0000033624980915,0.4280560314655304,-0.6388214230537415,-0.0000021203920824,-0.0249534808099270,0.0000188768535736,38.3566970825195312,-30.5392551422119141,-30.5140419006347656,38.3448753356933594,-30.5451679229736328,-30.5081291198730469,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0017398539930582,16.7668800354003906,-24.9939041137695312,-0.0002649807138368,-0.9763616919517517,0.0009438430424780,1.0000000000000000,-0.0000002189694612,-0.0002653825504240,0.0000002189705981,1.0000000000000000,0.0000000042018033,0.0002653825504240,-0.0000000042599133,1.0000000000000000
0.0240000002086163,-0.0000103219144876,0.4951235651969910,-0.7387970685958862,-0.0000031803149341,-0.0288589280098677,0.0000226522261073,35.8078460693359375,-27.8355045318603516,-27.8011360168457031,35.7969322204589844,-27.8409633636474609,-27.7956771850585938,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0026564383879304,15.4872303009033203,-23.0755538940429688,-0.0003975653089583,-0.9013394117355347,0.0001573077461217,0.9999999403953552,-0.0000003020242048,-0.0003730073804036,0.0000003020297470,1.0000000000000000,0.0000000147753800,0.0003730073804036,-0.0000000148880357,0.9999999403953552
0.0280000008642673,-0.0000209476675082,0.5570725202560425,-0.8310992717742920,-0.0000047705761972,-0.0324642844498158,0.0000232814563788,33.4521255493164062,-25.3363933563232422,-25.2933692932128906,33.4420585632324219,-25.3414363861083984,-25.2883319854736328,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0036716302856803,14.3044681549072266,-21.3021240234375000,0.0000006210369747,-0.8316040039062500,0.0014157647965476,0.9999998807907104,-0.0000003938846191,-0.0004956538323313,0.0000003938998532,1.0000000000000000,0.0000000306344994,0.0004956538323313,-0.0000000308297281,0.9999998807907104
0.0320000015199184,-0.0000356341915904,0.6142904162406921,-0.9163077473640442,-0.0000047680919124,-0.0357907004654408,0.0000289445160888,31.2749195098876953,-23.0262470245361328,-22.9753627777099609,31.2656211853027344,-23.0308990478515625,-22.9707107543945312,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0047619249671698,13.2112455368041992,-19.6626262664794922,-0.0001319087023148,-0.7679588198661804,0.0004719223070424,0.9999998211860657,-0.0000004983257895,-0.0006321637774818,0.0000004983572808,1.0000000000000000,0.0000000496513373,0.0006321637774818,-0.0000000499663670,0.9999998211860657
0.0359999984502792,-0.0000546818919247,0.6671354174613953,-0.9949582815170288,-0.0000052957266234,-0.0388625375926495,0.0000308322050842,29.2626724243164062,-20.8905963897705078,-20.8328723907470703,29.2540874481201172,-20.8948917388916016,-20.8285789489746094,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,0.0000000000000000,-0.0059045194648206,12.2007732391357422,-18.1469154357910156,0.0000008907147162,-0.7089983224868774,0.0004719224234577,0.9999997019767761,-0.0000006178649983,-0.0007814702112228,0.0000006179196248,1.0000000000000000,0.0000000696957656,0.0007814702112228,-0.0000000701786291,0.9999997019767761
